respondent_id,dna_segment,monthly_income_midpoint,age_group,city_tier,gender,occupation,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,stress_score,life_stage,current_mood,reader_identity,personalization_importance,books_per_month,reads_morning,reads_commute,reads_afternoon,reads_evening,reads_latenight,reads_weekend,reading_motivation,genre_fantasy,genre_selfhelp,genre_literary,genre_romance,genre_thriller,genre_biography,genre_business,discovery_social,discovery_friends,discovery_apps,social_sharing_level,format_preference,interest_books,interest_journal,interest_bookmark,interest_candle,interest_tote,interest_apparel,interest_decor,interest_annotation,interest_pin,subscription_interest,eco_importance,gifting_behaviour,barrier_price,barrier_quality,barrier_trust,barrier_delivery,barrier_privacy,barrier_platform,trust_driver,discount_preference,psm_too_cheap,psm_bargain,psm_expensive_ok,psm_too_expensive,max_single_spend,lifestyle_spend,monthly_book_spend,shops_amazon,shops_flipkart,shops_d2c,shops_instagram,shops_offline,payment_method,impulse_buying,nps_proxy,switching_tendency,platform_interest,share_intent,reading_habit_status,purchase_intent,will_buy,format_class,data_quality_flag
BDNA0830,Productivity Achiever,60000,4,4,1,2,4,4,3,3,4,5,3,2,6,4,5.0,0,1,1,0,0,0,2,0,1,0,1,0,0,1,1,1,0,3,3,1,0,0,0,0,0,0,0,0,2,2,2,0,1,0,1,0,0,1,4,459,1077.0,1582,2356,2500,4500,750,1,0,0,0,0,2,2,8,1,2,2,1,2,1,2,clean
BDNA0831,Midnight Escapist,5000,3,3,2,3,3,2,3,4,4,11,3,1,1,3,1.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,3,3,0,0,1,0,1,0,1,0,1,1,3,2,1,0,0,0,1,0,3,1,129,347.0,634,788,150,250,100,0,0,0,0,0,1,3,7,2,2,5,3,2,1,2,clean
BDNA0832,Productivity Achiever,30000,6,1,1,5,5,4,2,4,3,8,3,3,2,5,5.0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,3,2,1,0,1,0,1,0,1,0,0,3,1,2,0,0,1,0,0,0,5,6,314,742.0,1317,1690,2500,2250,750,0,0,1,0,0,3,4,9,1,3,1,2,3,0,1,clean
BDNA0833,Midnight Escapist,15000,2,5,1,2,3,2,3,5,3,7,4,3,1,5,8.0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,4,3,0,1,1,1,1,0,0,1,1,1,4,3,1,0,0,1,1,0,1,1,158,396.0,687,790,350,1000,350,1,0,1,0,0,1,3,6,1,2,4,2,3,0,2,clean
BDNA0834,Midnight Escapist,5000,4,1,1,3,2,3,4,4,4,11,3,3,3,4,8.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,1,1,0,0,1,2,3,2,0,1,1,0,1,0,1,1,330,535.0,891,1138,150,250,100,0,0,1,1,0,1,2,6,1,5,4,2,3,0,1,clean
BDNA0835,Productivity Achiever,5000,3,1,2,4,3,4,3,4,3,10,2,4,2,4,0.0,1,1,1,1,1,0,2,0,1,0,0,1,1,0,1,1,1,2,3,0,1,0,0,0,0,1,1,0,1,3,3,0,0,0,0,0,1,1,6,369,715.0,1258,1521,150,250,0,1,1,0,0,0,2,4,8,2,2,3,3,3,0,2,clean
BDNA0836,Productivity Achiever,15000,4,2,2,3,5,5,1,2,3,8,3,6,2,4,5.0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,5,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,1,2,349,684.0,1129,1538,1500,1000,350,1,1,1,0,0,1,2,7,1,1,2,1,2,1,3,clean
BDNA0837,Non-Reader,5000,4,2,2,4,2,4,3,2,3,9,5,5,6,3,0.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,4,5,1,0,0,0,0,0,0,0,0,2,1,3,1,1,0,1,1,1,6,5,30,145.0,251,594,150,250,100,1,1,0,0,0,1,4,3,3,5,5,3,4,0,3,clean
BDNA0838,Productivity Achiever,30000,3,3,2,2,4,5,3,4,2,7,2,3,2,4,8.0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,3,1,1,1,0,0,0,0,1,1,0,1,3,1,0,1,0,0,0,0,6,3,341,682.0,1045,1641,1500,2250,750,0,0,1,1,0,1,2,8,3,3,3,3,2,1,1,clean
BDNA0839,Emotional Reader,30000,6,5,1,2,4,3,3,4,3,7,3,5,3,4,1.0,0,0,1,0,1,1,5,0,0,1,0,1,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,2,4,346,706.0,1203,1618,1500,1000,750,0,0,0,0,0,1,3,9,3,1,1,3,1,1,1,clean
BDNA0840,Emotional Reader,30000,5,3,2,3,3,3,3,5,3,6,3,4,1,4,5.0,0,0,0,0,0,0,5,0,1,1,1,1,0,0,1,0,0,3,2,1,0,0,1,1,1,0,1,0,2,2,1,0,0,0,0,1,0,2,4,291,704.0,1044,1645,1500,2250,350,0,1,0,0,0,4,4,9,2,2,2,3,1,1,1,clean
BDNA0841,Midnight Escapist,15000,5,1,2,2,4,1,2,4,5,5,1,1,3,4,5.0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,2,3,1,1,0,0,1,0,0,0,0,3,3,3,1,0,0,0,0,1,5,2,126,414.0,800,1113,750,1000,100,0,0,0,0,0,2,3,8,2,3,5,1,1,1,2,clean
BDNA0842,Emotional Reader,5000,3,4,1,3,3,1,2,4,3,7,3,2,3,4,2.5,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,1,0,0,2,2,1,0,0,1,0,0,0,4,2,256,441.0,652,1065,150,250,100,1,0,1,0,0,1,2,5,1,4,4,4,2,1,1,clean
BDNA0843,Midnight Escapist,15000,5,2,1,2,4,4,3,3,4,12,3,4,1,4,5.0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,3,3,1,0,0,0,0,0,1,1,3,179,308.0,440,624,750,1000,350,1,1,1,1,0,1,3,10,2,2,3,2,1,1,1,clean
BDNA0844,Non-Reader,30000,3,3,2,3,4,4,3,4,4,7,4,6,6,3,0.0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,1,3,1,1,0,0,0,0,3,5,270,508.0,898,1374,750,250,750,0,0,0,0,1,1,3,5,1,4,1,1,5,0,1,clean
BDNA0845,Midnight Escapist,30000,3,1,1,5,2,3,2,5,5,12,1,6,5,4,1.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,4,2,1,0,1,1,0,0,1,0,1,2,3,2,1,0,1,0,0,0,1,2,305,630.0,950,1440,750,2250,350,1,0,1,0,1,5,2,5,2,2,2,3,1,1,1,clean
BDNA0846,Productivity Achiever,15000,2,1,1,3,3,5,2,3,2,7,4,2,2,4,8.0,1,0,0,0,0,1,3,0,1,0,1,1,0,1,1,1,1,2,3,0,0,0,1,1,0,0,1,0,1,3,2,0,0,0,0,0,0,5,3,282,677.0,1062,1413,1500,1000,100,1,1,0,0,1,1,4,5,3,1,3,5,3,0,2,clean
BDNA0847,Midnight Escapist,60000,3,2,2,5,3,3,1,4,4,10,2,3,4,4,1.0,1,0,0,0,0,0,6,1,0,0,0,1,0,0,1,1,0,2,1,1,1,0,1,0,0,0,1,1,1,2,3,0,0,0,0,0,0,1,1,290,,1327,1945,2500,4500,1500,1,1,1,1,1,1,1,5,2,2,3,1,3,0,1,missing_psm
BDNA0848,Non-Reader,5000,7,2,2,2,2,1,3,2,2,2,5,3,4,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,1,0,0,0,0,0,4,1,3,0,1,0,0,0,1,3,5,77,129.0,434,514,150,250,0,1,0,0,1,0,1,3,2,3,2,5,3,4,0,2,clean
BDNA0849,Productivity Achiever,5000,4,1,1,3,3,5,3,3,2,4,3,6,2,3,5.0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,2,4,1,0,0,1,1,1,1,1,0,3,3,3,0,0,0,0,1,1,1,4,247,582.0,979,1375,350,250,100,1,1,0,0,0,4,3,4,2,2,3,1,4,0,3,clean
BDNA0850,Emotional Reader,15000,2,3,2,6,3,4,3,5,3,10,1,4,3,5,2.5,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,2,3,1,0,0,1,1,0,0,0,0,2,2,1,0,0,1,0,0,0,5,2,191,463.0,597,819,750,250,350,1,0,0,0,0,3,2,6,2,5,1,3,3,0,2,clean
BDNA0851,Midnight Escapist,15000,2,3,1,1,4,3,2,2,3,11,4,2,2,4,2.5,0,0,0,1,0,0,3,1,0,0,0,1,0,0,1,0,1,3,2,0,1,1,0,0,1,1,0,1,1,1,2,0,1,0,0,1,0,2,4,199,404.0,641,891,750,1000,0,1,1,0,0,1,1,3,5,2,3,5,4,1,1,1,clean
BDNA0852,Curious Explorer,15000,3,4,1,2,4,3,3,4,2,4,1,1,4,5,1.0,1,0,0,1,0,0,6,0,0,1,0,0,0,0,1,1,0,2,3,0,0,1,0,1,1,1,0,0,2,1,2,1,0,0,0,0,0,1,6,211,517.0,900,1220,350,250,350,1,0,0,1,0,1,2,9,3,3,1,3,2,1,2,clean
BDNA0853,Midnight Escapist,15000,3,1,1,1,2,3,2,4,5,8,3,1,3,4,1.0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,4,1,1,1,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,2,6,319,446.0,870,1001,350,1000,100,1,1,1,0,0,2,1,4,1,1,2,1,1,1,1,clean
BDNA0854,Non-Reader,15000,3,3,1,3,2,4,5,2,3,9,3,6,6,3,5.0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,4,2,3,0,1,0,0,1,0,1,1,135,265.0,346,509,150,250,100,1,0,0,0,0,4,2,3,4,5,3,4,5,0,3,clean
BDNA0855,Midnight Escapist,15000,5,3,2,4,3,2,3,4,5,10,3,3,1,2,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,3,1,0,1,1,0,1,0,0,0,1,3,3,1,0,1,0,1,1,3,3,152,403.0,616,1072,750,1000,100,1,0,1,1,1,3,2,7,1,4,3,2,2,1,2,clean
BDNA0856,Midnight Escapist,5000,5,3,2,2,2,3,2,4,4,9,3,6,4,5,8.0,0,1,0,1,0,0,3,0,0,1,1,0,0,0,1,1,1,3,2,1,0,0,1,0,0,0,0,0,2,2,2,1,0,0,1,0,1,2,5,147,387.0,733,970,150,250,100,1,0,0,1,0,4,2,8,3,2,1,1,2,1,1,clean
BDNA0857,Midnight Escapist,30000,4,4,1,3,3,2,2,5,4,9,2,1,1,4,2.5,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,3,1,1,0,1,1,1,1,1,0,0,2,4,2,0,0,0,0,0,0,1,2,286,667.0,1103,1689,750,2250,750,1,1,1,0,0,2,3,7,3,2,1,1,1,1,1,clean
BDNA0858,Productivity Achiever,30000,4,4,2,3,2,4,3,2,2,3,2,2,1,5,2.5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,4,3,1,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,1,0,2,4,237,679.0,1111,1242,1500,2250,750,1,0,0,1,0,3,1,4,1,3,4,2,3,0,2,clean
BDNA0859,Emotional Reader,60000,3,2,2,3,4,3,4,5,3,7,5,4,3,3,1.0,0,0,0,1,0,1,6,0,0,1,1,0,0,0,0,1,0,3,3,1,0,0,1,1,0,0,0,0,3,2,1,0,1,0,0,0,0,5,5,430,863.0,1333,1951,750,4500,750,1,0,0,0,0,1,2,6,1,2,3,2,2,1,2,clean
BDNA0860,Midnight Escapist,15000,2,2,2,6,4,2,2,5,4,12,7,1,3,4,1.0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,4,1,1,1,1,1,1,1,0,1,0,2,4,1,0,0,0,0,0,0,2,4,249,480.0,762,1196,350,1000,350,1,1,0,1,0,5,2,5,1,1,3,1,2,1,1,clean
BDNA0861,Curious Explorer,100000,3,4,1,2,4,3,4,5,2,7,3,2,4,4,2.5,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,5,1,1,0,0,0,0,1,1,0,3,3,2,0,0,1,0,0,0,1,1,522,1129.0,1747,2443,2500,2250,1500,0,1,0,1,1,1,2,7,4,2,2,1,5,0,3,clean
BDNA0862,Productivity Achiever,100000,4,3,1,3,3,5,3,4,2,6,1,2,2,4,2.5,0,1,0,0,0,1,2,0,0,0,0,1,1,0,0,1,1,3,1,1,0,0,0,0,0,0,1,0,2,4,3,0,0,0,0,0,0,3,2,617,1358.0,2274,2969,2500,7500,750,1,1,0,0,0,1,4,6,1,2,4,1,2,1,1,clean
BDNA0863,Emotional Reader,60000,3,3,2,5,4,4,2,5,2,10,3,4,3,3,2.5,1,1,0,0,0,1,5,0,0,1,0,1,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,2,2,1,0,1,0,1,0,0,3,2,339,910.0,1391,2180,2500,1000,750,0,0,0,1,0,1,2,7,3,2,2,4,3,0,1,clean
BDNA0864,Productivity Achiever,30000,7,1,1,3,4,5,2,3,1,5,3,2,2,4,2.5,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,2,3,1,1,0,1,0,0,0,1,0,2,4,1,1,0,0,0,0,0,4,1,267,736.0,1122,1834,2500,2250,350,1,1,0,0,0,1,3,6,1,3,3,1,1,1,2,clean
BDNA0865,Productivity Achiever,30000,3,3,1,3,2,5,4,2,4,6,3,2,2,5,5.0,0,1,0,1,1,1,2,0,1,1,0,1,0,1,0,0,0,2,3,0,1,1,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,1,3,402,857.0,1326,2042,1500,4500,750,1,1,1,0,0,1,3,4,1,1,2,1,2,1,2,clean
BDNA0866,Emotional Reader,60000,3,1,1,5,2,5,3,5,4,8,4,3,3,4,5.0,0,0,1,0,1,0,3,0,0,1,0,0,1,0,0,0,0,4,3,1,1,1,1,1,0,0,1,0,2,2,2,0,1,0,1,0,0,1,3,329,784.0,1265,1889,1500,2250,1500,1,1,0,0,0,3,3,7,2,1,2,3,1,1,2,clean
BDNA0867,Midnight Escapist,30000,2,5,2,1,4,2,2,4,4,12,1,1,3,5,1.0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,1,1,0,0,2,3,2,0,0,1,0,0,0,1,2,237,443.0,784,1236,1500,2250,350,1,1,0,1,1,1,2,7,2,4,3,1,1,1,1,clean
BDNA0868,Midnight Escapist,5000,2,1,2,2,3,1,3,4,3,8,2,4,1,4,5.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,3,2,1,1,1,1,0,0,1,1,1,2,3,3,1,0,0,0,0,0,2,2,241,389.0,439,940,150,250,100,1,0,1,0,0,1,3,6,2,2,3,1,3,0,1,clean
BDNA0869,Curious Explorer,5000,7,2,1,1,5,4,4,4,3,4,2,3,1,4,1.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,0,1,3,161,336.0,514,728,150,250,100,1,0,0,0,0,1,1,8,2,2,1,2,3,0,1,clean
BDNA0870,Non-Reader,30000,4,4,1,3,3,2,2,3,2,3,7,4,6,3,2.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,4,3,3,0,0,0,1,1,0,2,3,202,478.0,756,1017,150,1000,350,0,0,0,1,1,2,3,3,2,4,4,5,2,1,3,clean
BDNA0871,Productivity Achiever,30000,4,1,2,3,5,4,3,2,2,3,3,2,2,4,2.5,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,4,1,1,0,0,0,1,0,1,0,3,4,3,1,0,0,0,0,0,2,2,309,793.0,1409,1931,1500,2250,350,1,1,0,0,0,1,3,9,2,1,3,1,2,1,3,clean
BDNA0872,Midnight Escapist,60000,2,1,1,2,1,3,3,4,4,13,2,3,1,4,5.0,0,0,1,0,1,1,5,0,0,1,1,1,0,0,1,1,1,4,3,1,0,0,1,1,0,0,0,0,3,2,2,1,1,0,0,0,1,1,4,438,898.0,1376,2125,2500,2250,1500,0,1,0,0,1,3,2,8,3,1,1,4,1,1,2,clean
BDNA0873,Emotional Reader,5000,7,2,2,3,4,3,4,5,3,5,4,4,3,4,5.0,1,0,0,1,0,1,3,0,0,1,0,0,0,0,0,1,0,2,2,1,1,1,0,0,0,1,0,0,3,4,2,0,0,1,0,0,0,2,4,140,411.0,471,846,150,250,0,1,1,0,1,0,1,3,7,3,2,1,1,1,1,1,clean
BDNA0874,Productivity Achiever,60000,4,3,2,3,4,3,4,3,2,8,3,2,4,3,5.0,1,1,0,0,1,0,2,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,4,2,4,0,0,0,0,0,0,5,5,533,1061.0,1630,2422,2500,4500,1500,1,0,0,0,0,1,3,4,1,4,2,2,2,1,1,clean
BDNA0875,Midnight Escapist,60000,3,3,2,1,3,2,1,4,5,9,7,3,1,4,5.0,0,0,0,1,1,0,3,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,2,4,1,0,0,1,0,0,2,3,315,735.0,1155,1800,2500,2250,0,1,1,0,0,0,2,3,10,1,2,4,2,2,1,1,clean
BDNA0876,Midnight Escapist,5000,4,3,2,1,2,2,3,2,4,10,1,4,1,4,5.0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,4,4,1,1,1,1,1,0,0,0,1,2,1,2,1,1,0,0,0,0,2,1,164,296.0,405,564,150,250,100,1,1,1,0,0,1,2,6,2,4,2,3,1,1,3,clean
BDNA0877,Curious Explorer,30000,2,2,2,3,5,3,4,5,5,4,1,2,3,4,5.0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,2,1,1,0,1,0,1,1,1,1,1,2,2,1,0,0,0,0,0,2,5,292,502.0,670,1208,750,2250,350,1,1,1,1,1,4,2,7,1,3,3,3,3,0,1,clean
BDNA0878,Emotional Reader,100000,4,4,1,2,4,3,4,4,3,10,2,3,3,3,1.0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,1,0,1,0,2,3,2,1,0,0,0,0,0,3,4,686,1258.0,2005,3083,2500,7500,1500,1,0,0,0,0,3,3,10,3,2,1,1,2,1,3,clean
BDNA0879,Midnight Escapist,60000,6,4,1,2,2,1,3,3,3,9,2,1,4,3,5.0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,3,1,1,1,1,1,0,0,0,0,1,2,3,2,1,1,0,1,0,0,2,3,373,885.0,1450,2089,1500,4500,1500,1,1,0,0,1,4,2,6,1,1,4,2,1,1,1,clean
BDNA0880,Midnight Escapist,5000,3,1,1,1,4,2,3,4,4,8,1,3,1,5,0.0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,2,1,1,1,0,1,0,0,1,0,0,2,3,4,0,0,0,0,1,0,1,4,233,431.0,485,1131,150,250,100,1,0,1,0,0,1,2,6,1,3,5,3,1,1,1,clean
BDNA0881,Midnight Escapist,15000,5,5,1,2,1,2,1,4,4,10,2,4,1,3,2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,1,1,1,0,1,0,1,0,0,0,2,1,3,0,0,0,0,1,1,1,1,260,523.0,862,1096,750,1000,350,0,0,0,0,0,3,3,6,1,1,2,2,2,1,1,clean
BDNA0882,Emotional Reader,30000,4,4,1,2,3,3,2,4,3,9,2,4,3,4,5.0,0,0,0,1,0,1,3,0,0,1,0,1,0,1,1,1,0,2,3,1,0,0,0,0,1,0,0,1,2,3,1,1,0,1,0,0,0,2,1,243,,923,1199,1500,1000,750,1,0,1,0,1,4,2,3,1,1,3,4,2,1,2,missing_psm
BDNA0883,Midnight Escapist,30000,2,2,1,2,3,3,3,4,3,7,1,1,4,5,0.0,1,0,0,0,1,1,5,1,1,0,1,1,1,0,1,0,0,3,3,0,1,0,1,1,0,0,0,1,2,2,2,1,1,0,0,0,0,3,2,213,468.0,736,1030,1500,2250,350,0,1,0,0,1,4,2,8,1,4,3,1,2,1,2,clean
BDNA0884,Midnight Escapist,5000,2,1,1,4,3,3,3,5,4,10,2,3,1,4,8.0,0,0,0,1,1,1,5,1,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1,0,0,1,1,0,2,3,1,0,0,0,1,0,0,1,3,128,382.0,524,994,150,250,100,1,0,0,1,0,1,2,6,1,1,1,1,3,0,1,clean
BDNA0885,Curious Explorer,30000,4,2,1,3,4,2,3,3,2,6,2,4,5,3,2.5,0,1,1,1,0,1,5,1,0,0,0,0,1,0,1,0,0,1,5,1,0,1,1,1,1,0,0,0,1,3,3,0,0,0,0,0,0,3,2,150,481.0,755,1183,1500,1000,750,1,0,1,1,0,1,1,8,1,3,3,2,3,0,3,clean
BDNA0886,Midnight Escapist,60000,6,2,1,3,2,4,3,3,3,10,3,3,1,5,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,1,1,0,1,0,1,0,2,3,2,0,0,0,0,0,0,5,5,381,811.0,1343,1904,2500,4500,1500,1,0,0,0,0,1,3,8,1,1,4,1,1,1,2,clean
BDNA0887,Emotional Reader,5000,6,2,1,5,4,3,3,4,4,5,3,5,4,4,5.0,0,0,0,0,0,0,3,0,1,1,1,0,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,1,2,3,3,1,1,0,0,0,0,5,3,202,435.0,766,846,150,250,100,1,0,0,0,0,4,2,9,1,1,1,4,2,1,1,clean
BDNA0888,Midnight Escapist,30000,5,1,2,6,3,1,2,3,4,9,1,1,1,5,5.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,3,1,1,0,0,1,0,0,1,0,0,2,3,1,1,1,0,0,0,0,4,4,358,605.0,932,1124,1500,1000,750,0,0,0,0,1,1,3,8,1,1,2,2,2,1,1,clean
BDNA0889,Midnight Escapist,5000,2,4,1,1,3,1,2,3,4,11,6,4,4,3,5.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,3,2,1,1,1,1,0,0,1,0,0,2,3,3,0,0,0,0,0,0,5,1,214,435.0,649,956,150,250,100,1,0,0,1,1,2,1,8,3,3,4,2,2,1,1,clean
BDNA0890,Midnight Escapist,5000,4,3,1,1,2,4,2,4,5,14,6,2,4,4,2.5,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,3,2,0,1,1,1,0,0,0,1,0,1,3,2,1,1,0,0,0,0,4,4,76,336.0,583,663,150,250,100,1,0,1,0,0,1,1,9,3,2,1,1,2,1,1,clean
BDNA0891,Curious Explorer,30000,3,1,1,4,5,2,5,3,3,8,7,4,6,5,5.0,1,1,1,1,0,1,2,1,0,0,0,0,0,0,1,1,0,3,1,0,1,1,0,0,1,0,0,0,1,1,2,0,0,0,1,1,0,2,1,203,550.0,783,1325,750,1000,750,0,0,0,0,0,1,2,10,3,2,4,1,1,1,1,clean
BDNA0892,Curious Explorer,60000,2,4,1,3,5,4,4,4,3,5,4,1,5,5,1.0,0,0,0,0,0,1,2,1,0,0,0,1,0,1,1,0,1,1,3,1,1,1,0,1,1,0,0,0,3,3,1,1,0,0,0,0,0,1,3,276,781.0,1220,1744,2500,4500,1500,1,0,1,1,1,1,2,10,1,4,2,1,3,0,2,clean
BDNA0893,Curious Explorer,15000,3,3,1,5,5,2,4,4,3,7,2,4,4,4,5.0,1,1,0,1,0,1,2,1,0,0,0,1,1,0,1,1,0,2,2,1,1,1,1,1,1,0,0,0,3,1,4,1,0,0,1,0,0,2,5,247,440.0,798,943,350,1000,350,1,1,0,0,0,1,2,8,3,1,2,1,1,1,1,clean
BDNA0894,Productivity Achiever,15000,3,2,1,2,5,4,3,5,1,3,3,2,2,5,2.5,0,1,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,2,3,1,1,0,0,0,0,0,1,0,3,3,2,0,1,0,0,0,1,2,1,415,,1287,2007,1500,1000,100,0,0,0,0,1,4,2,8,1,3,1,5,2,1,2,missing_psm
BDNA0895,Emotional Reader,5000,3,2,2,3,4,2,4,5,3,10,2,6,3,5,2.5,0,0,0,0,1,0,6,1,1,1,0,0,1,0,0,1,1,3,3,1,0,1,1,1,0,0,0,0,2,4,2,1,1,0,0,0,1,3,2,160,501.0,621,1241,150,250,100,0,0,0,0,0,1,2,6,2,2,3,2,3,0,2,clean
BDNA0896,Midnight Escapist,30000,4,4,2,3,3,2,2,4,5,10,1,3,1,4,2.5,0,1,0,0,1,0,5,0,0,0,0,1,0,0,1,0,0,3,2,1,1,1,0,0,1,1,0,1,2,1,2,0,0,0,0,0,0,1,5,194,488.0,817,1214,750,2250,750,1,1,0,0,0,1,2,4,2,2,4,2,1,1,1,clean
BDNA0897,Midnight Escapist,5000,3,4,2,1,3,2,1,5,5,9,5,2,1,4,5.0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,4,2,1,1,1,1,0,1,0,0,0,2,2,1,0,0,1,0,0,0,5,1,238,451.0,790,909,150,250,0,1,1,0,0,0,1,2,5,3,1,1,4,3,0,1,clean
BDNA0898,Non-Reader,30000,4,1,1,5,4,2,4,3,2,2,3,2,6,2,1.0,1,0,0,0,1,0,6,0,0,0,1,0,0,0,1,0,0,4,2,1,0,1,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,1,3,220,527.0,834,1215,350,1000,350,1,0,0,0,0,5,3,0,3,4,2,3,3,0,1,clean
BDNA0899,Midnight Escapist,60000,4,2,2,4,3,3,3,4,4,12,6,3,2,5,2.5,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,3,2,1,0,0,1,0,0,1,1,0,1,2,2,1,0,0,0,0,0,5,4,282,789.0,1152,1891,2500,1000,1500,1,1,0,0,0,1,2,8,4,2,1,1,2,1,1,clean
BDNA0900,Midnight Escapist,15000,3,1,1,3,3,2,2,4,4,9,1,3,1,5,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,1,1,1,1,1,1,0,1,0,1,2,4,2,1,0,0,1,0,1,1,5,133,,398,538,750,250,100,1,1,0,1,1,1,1,6,4,1,4,5,3,0,1,missing_psm
BDNA0901,Midnight Escapist,5000,3,2,2,1,3,3,2,3,4,12,4,2,4,5,2.5,0,1,0,1,1,0,2,1,0,0,1,1,0,0,0,0,1,3,1,1,0,1,1,0,0,1,0,0,1,4,3,1,0,0,0,0,0,2,2,131,309.0,463,850,150,250,100,0,0,1,1,1,1,3,9,1,2,2,2,1,1,1,clean
BDNA0902,Midnight Escapist,15000,3,3,1,5,3,2,2,5,5,10,2,3,4,4,8.0,0,1,0,1,1,0,3,1,0,0,1,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,1,1,2,2,3,0,0,0,1,0,0,5,3,227,532.0,863,1372,750,1000,350,0,1,0,0,1,5,2,7,1,3,2,2,4,0,1,clean
BDNA0903,Midnight Escapist,5000,2,1,2,1,4,3,3,5,4,11,2,2,1,4,2.5,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,3,1,0,1,0,1,0,0,1,0,0,2,2,1,0,0,1,0,0,0,1,5,211,408.0,539,945,150,250,100,0,0,0,1,0,1,1,10,1,2,1,3,1,1,1,clean
